100259	manual_scaffold_11	87.143	140	18	0	1	140	683070015	683069876	3.77e-36	159	TRUE
101247	manual_scaffold_1b	83.333	138	23	0	152	289	720547750	720547613	1.06e-26	128	TRUE
101288	manual_scaffold_3a	89.116	147	9	4	151	290	793198262	793198116	3.74e-41	176	TRUE
101389	manual_scaffold_3a	84.733	131	14	5	4	129	73019667	73019538	3.84e-26	126	TRUE
101440	manual_scaffold_2a	97.857	140	3	0	1	140	577585710	577585849	3.64e-61	243	TRUE
1016	manual_scaffold_2a	87.5	112	14	0	7	118	994972700	994972589	2.96e-27	130	TRUE
103059	manual_scaffold_9	90.654	107	10	0	160	266	103053713	103053607	3.8e-31	143	TRUE
103117	manual_scaffold_7	93.496	123	7	1	166	288	707998664	707998543	8.05e-43	182	TRUE
103394	manual_scaffold_5	92.857	140	10	0	151	290	1399124208	1399124347	1.72e-49	204	TRUE
103445	manual_scaffold_6	91.453	117	10	0	156	272	788224698	788224814	1.05e-36	161	TRUE
104747	manual_scaffold_1b	83.688	141	20	3	1	140	948647739	948647877	2.96e-27	130	TRUE
104770	manual_scaffold_4b	84.028	144	18	3	151	290	212144968	212145110	2.29e-28	134	TRUE
107340	manual_scaffold_6	85	140	21	0	1	140	870423707	870423568	3.8e-31	143	TRUE
109165	manual_scaffold_4b	91.429	140	9	2	151	290	1067407584	1067407448	4.81e-45	189	TRUE
112709	manual_scaffold_7	88.525	122	14	0	164	285	197911485	197911364	8.16e-33	148	TRUE
116077	manual_scaffold_6	87.05	139	17	1	151	289	1651764990	1651764853	4.88e-35	156	TRUE
117355	manual_scaffold_11	83.571	140	23	0	1	140	23384397	23384258	8.22e-28	132	TRUE
118182	manual_scaffold_10	90.714	140	13	0	151	290	801909926	801909787	1.73e-44	187	TRUE
119297	manual_scaffold_7	91.241	137	10	2	6	140	1598477570	1598477434	6.22e-44	185	TRUE
121728	manual_scaffold_2a	83.333	138	22	1	155	291	778598658	778598521	3.84e-26	126	TRUE
128430	manual_scaffold_11	86.567	134	14	3	157	290	666190143	666190272	1.06e-31	145	TRUE
134740	manual_scaffold_7	84.848	132	18	2	1	132	803627315	803627186	8.22e-28	132	TRUE
149006	manual_scaffold_1b	84.615	130	20	0	151	280	1117435660	1117435789	2.96e-27	130	TRUE
1526	manual_scaffold_1a	87.407	135	16	1	157	290	372073739	372073873	1.75e-34	154	TRUE
153821	manual_scaffold_3a	86.567	134	12	3	151	284	531598659	531598786	3.8e-31	143	TRUE
154578	manual_scaffold_12	85.315	143	17	3	151	290	693474161	693474302	1.06e-31	145	TRUE
158592	manual_scaffold_11	88.321	137	16	0	154	290	84246214	84246078	8.1e-38	165	TRUE
160325	manual_scaffold_5	87.591	137	17	0	154	290	1821138752	1821138616	3.77e-36	159	TRUE
163889	manual_scaffold_3a	88.991	109	12	0	151	259	601097363	601097255	6.35e-29	135	TRUE
166328	manual_scaffold_6	85.612	139	19	1	3	140	31698032	31698170	1.06e-31	145	TRUE
166663	manual_scaffold_7	94.286	140	8	0	151	290	1004712384	1004712523	7.93e-53	215	TRUE
168774	manual_scaffold_10	85.075	134	17	2	151	282	56802507	56802375	2.29e-28	134	TRUE
16891	manual_scaffold_1b	95	140	7	0	1	140	929811344	929811205	1.71e-54	220	TRUE
170189	manual_scaffold_1a	86.765	136	15	3	6	140	1125101213	1125101080	8.16e-33	148	TRUE
170978	manual_scaffold_12	82.979	141	23	1	151	290	80473044	80472904	3.82e-26	126	TRUE
171125	manual_scaffold_1a	84.444	135	19	2	3	136	63526081	63526214	8.22e-28	132	TRUE
171448	manual_scaffold_2b	84.286	140	18	3	1	140	533815853	533815718	2.29e-28	134	TRUE
171662	manual_scaffold_9	96.429	140	5	0	151	290	121200285	121200146	7.88e-58	231	TRUE
172152	manual_scaffold_11	90.152	132	13	0	159	290	956427683	956427814	4.84e-40	172	TRUE
172580	manual_scaffold_7	88.43	121	14	0	170	290	809185313	809185193	2.94e-32	147	TRUE
172810	manual_scaffold_9	90.441	136	13	0	5	140	788785891	788785756	2.89e-42	180	TRUE
173689	manual_scaffold_4b	85	140	21	0	1	140	241891887	241891748	3.8e-31	143	TRUE
174248	manual_scaffold_10	86.429	140	18	1	1	140	60929176	60929038	6.31e-34	152	TRUE
174598	manual_scaffold_10	91.398	93	8	0	173	265	195820638	195820546	1.07e-26	128	TRUE
175052	manual_scaffold_10	88.489	139	13	2	1	138	91998458	91998322	8.1e-38	165	TRUE
175208	manual_scaffold_8	86.429	140	19	0	1	140	26341220	26341081	1.75e-34	154	TRUE
176160	manual_scaffold_12	85.714	133	19	0	1	133	688225767	688225635	1.37e-30	141	TRUE
17634	manual_scaffold_7	86.897	145	12	2	151	288	741656600	741656456	4.88e-35	156	TRUE
176342	manual_scaffold_1a	95	140	5	2	2	140	365399465	365399327	6.13e-54	219	TRUE
177000	manual_scaffold_11	85	140	11	7	151	290	101220971	101220842	2.29e-28	134	TRUE
177507	manual_scaffold_3b	87.234	141	14	2	151	290	1186799425	1186799562	1.36e-35	158	TRUE
178328	manual_scaffold_1b	86.567	134	18	0	7	140	315453764	315453897	8.16e-33	148	TRUE
178792	manual_scaffold_5	83.688	141	19	2	151	289	289834397	289834535	2.97e-27	130	TRUE
179028	manual_scaffold_3a	91.667	132	9	2	151	281	407856380	407856250	8.05e-43	182	TRUE
179758	manual_scaffold_4b	84.058	138	22	0	151	288	1004033687	1004033824	2.29e-28	134	TRUE
180053	manual_scaffold_5	84.507	142	19	3	1	140	560280665	560280805	1.78e-29	137	TRUE
180853	manual_scaffold_2a	89.362	141	13	2	151	290	875952265	875952404	3.74e-41	176	TRUE
181216	manual_scaffold_4b	83.824	136	18	4	158	290	238548758	238548624	3.82e-26	126	TRUE
181342	manual_scaffold_1a	85.507	138	20	0	153	290	959917820	959917683	1.06e-31	145	TRUE
182017	manual_scaffold_1b	85.6	125	18	0	165	289	1219946808	1219946684	8.22e-28	132	TRUE
182664	manual_scaffold_6	94.286	140	8	0	152	291	1686313948	1686314087	7.97e-53	215	TRUE
183496	manual_scaffold_8	83.916	143	18	4	152	289	588467252	588467110	8.22e-28	132	TRUE
183983	manual_scaffold_5	88.182	110	11	1	27	134	785829216	785829325	2.96e-27	130	TRUE
184203	manual_scaffold_9	87.387	111	14	0	151	261	793461700	793461810	1.06e-26	128	TRUE
185108	manual_scaffold_6	84.397	141	19	2	151	290	1258014386	1258014248	6.35e-29	135	TRUE
185831	manual_scaffold_10	86.232	138	18	1	4	140	122426648	122426511	8.16e-33	148	TRUE
185879	manual_scaffold_1b	91.489	141	12	0	1	141	784185867	784186007	1.04e-46	195	TRUE
186286	manual_scaffold_10	86.885	122	14	1	13	132	781365274	781365395	6.35e-29	135	TRUE
186878	manual_scaffold_9	82.979	141	24	0	2	142	1150788884	1150788744	1.07e-26	128	TRUE
187227	manual_scaffold_5	92.481	133	10	0	151	283	45422702	45422834	1.34e-45	191	TRUE
187351	manual_scaffold_10	84.444	135	21	0	5	139	641912202	641912068	2.29e-28	134	TRUE
1877	manual_scaffold_9	87.97	133	16	0	2	134	657594421	657594289	1.36e-35	158	TRUE
187877	manual_scaffold_7	84.444	135	21	0	4	138	577710720	577710586	2.29e-28	134	TRUE
187893	manual_scaffold_1b	87.05	139	18	0	2	140	869507444	869507582	1.36e-35	158	TRUE
187946	manual_scaffold_10	83.448	145	19	1	1	140	267682285	267682141	2.96e-27	130	TRUE
188493	manual_scaffold_3a	92.857	140	10	0	151	290	606744596	606744735	1.72e-49	204	TRUE
18945	manual_scaffold_5	84.672	137	18	1	1	137	693871942	693871809	2.29e-28	134	TRUE
189491	manual_scaffold_5	86.029	136	16	3	157	290	1486372467	1486372601	3.8e-31	143	TRUE
1897	manual_scaffold_5	84.783	138	21	0	1	138	985207014	985206877	4.91e-30	139	TRUE
189739	manual_scaffold_12	85.612	139	13	5	151	287	691796650	691796783	4.91e-30	139	TRUE
189985	manual_scaffold_11	88.189	127	13	2	153	277	76808077	76808203	2.27e-33	150	TRUE
19285	manual_scaffold_7	91.156	147	5	5	151	290	1399292746	1399292891	3.72e-46	193	TRUE
193722	manual_scaffold_2b	85.106	141	19	2	151	290	434465139	434465278	3.8e-31	143	TRUE
193823	manual_scaffold_11	84.672	137	15	4	151	284	950057607	950057740	8.22e-28	132	TRUE
194050	manual_scaffold_4b	87.075	147	11	6	152	290	141977758	141977904	3.77e-36	159	TRUE
19433	manual_scaffold_2b	87.069	116	10	4	151	264	560543355	560543243	3.82e-26	126	TRUE
